name,pric
Python自动化运维快速入门,38.73
python在机器学习中的应用,61.29
Python数据分析师修炼之道,46.02
正版 Python 3 面向对象编程(第2版) (加)Dusty Phillips(达,61.00
从零起步学编程:Python篇+Java篇+C#篇+CSS篇(全4册),123.00
人民邮电基于Python的金融分析与管理斯文著科技金融大数据风控金融分析师教程量化交易金融市场技,88.50
Python与机器学习实战 何宇健 著 编程语言,53.10
自己动手写Python虚拟机 海纳 著 编程语言,60.80
Python自动化测试实战 鹿瑞峰 著 编程语言,51.00
和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编程培训班教材,48.00
正版 Python爬虫技术 深入理解原理、技术与开发 计算机与互联网 编程语言与程序设计 李宁 著,67.70
流畅的Python,92.80
Python应用开发实战,60.00
【正版包邮】python编程从入门到实践 Python基础教程 零基础学Python,83.00
java从入门到精通(第5版)+python从入门到精通+c语言从入门到精通 全3册,171.10
机器学习实战（python基础教程指南）python机器概念书籍 计算机电脑程序设计开发,46.00
Python Cookbook 第三版 中文版 第3版 David Beazley,91.80
青少年学Python/少儿学编程,61.64
Python数据科学入门/达人迷,53.97
RTPython数据挖掘方法及应用 大中专教材教辅 书籍,35.80
正版 Python从入门到精通 程序设计书软件工具王征李晓波课件讲义PPT源代码教学视频实例剖析讲,60.40
小天才学Python+教学指导  中小学生少儿趣味编程 程序员零基础自学python基础教程少儿编程,68.00
青少年学Python 青少年儿童编程系列图书,58.50
Python与量化投资 王小川 等 主编 编程语言,76.20
读故事学编程——Python王国历险记（双色）,49.68
Python趣味编程入门与实战,62.10
用Python写网络爬虫(第2版),37.84
Python爬虫开发与项目实战,60.83
Python3.7网络爬虫快速入门,32.16
编程导论——以Python为舟,57.93
Python自动化运维快速入门,38.73
python在机器学习中的应用,61.29
Python数据分析师修炼之道,46.02
正版 Python 3 面向对象编程(第2版) (加)Dusty Phillips(达,61.00
从零起步学编程:Python篇+Java篇+C#篇+CSS篇(全4册),123.00
人民邮电基于Python的金融分析与管理斯文著科技金融大数据风控金融分析师教程量化交易金融市场技,88.50
Python与机器学习实战 何宇健 著 编程语言,53.10
自己动手写Python虚拟机 海纳 著 编程语言,60.80
Python自动化测试实战 鹿瑞峰 著 编程语言,51.00
和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编程培训班教材,48.00
正版 Python爬虫技术 深入理解原理、技术与开发 计算机与互联网 编程语言与程序设计 李宁 著,67.70
流畅的Python,92.80
Python应用开发实战,60.00
【正版包邮】python编程从入门到实践 Python基础教程 零基础学Python,83.00
java从入门到精通(第5版)+python从入门到精通+c语言从入门到精通 全3册,171.10
机器学习实战（python基础教程指南）python机器概念书籍 计算机电脑程序设计开发,46.00
Python Cookbook 第三版 中文版 第3版 David Beazley,91.80
青少年学Python/少儿学编程,61.64
Python数据科学入门/达人迷,53.97
RTPython数据挖掘方法及应用 大中专教材教辅 书籍,35.80
正版 Python从入门到精通 程序设计书软件工具王征李晓波课件讲义PPT源代码教学视频实例剖析讲,60.40
小天才学Python+教学指导  中小学生少儿趣味编程 程序员零基础自学python基础教程少儿编程,68.00
青少年学Python 青少年儿童编程系列图书,58.50
Python与量化投资 王小川 等 主编 编程语言,76.20
读故事学编程——Python王国历险记（双色）,49.68
Python趣味编程入门与实战,62.10
用Python写网络爬虫(第2版),37.84
Python爬虫开发与项目实战,60.83
Python3.7网络爬虫快速入门,32.16
编程导论——以Python为舟,57.93
Python自动化运维快速入门,38.73
Python趣味编程入门与实战,62.10
python在机器学习中的应用,61.29
Python数据分析师修炼之道,46.02
正版 Python 3 面向对象编程(第2版) (加)Dusty Phillips(达,61.00
从零起步学编程:Python篇+Java篇+C#篇+CSS篇(全4册),123.00
人民邮电基于Python的金融分析与管理斯文著科技金融大数据风控金融分析师教程量化交易金融市场技,88.50
用Python写网络爬虫(第2版),37.84
Python爬虫开发与项目实战,60.83
Python3.7网络爬虫快速入门,32.16
编程导论——以Python为舟,57.93
Python与机器学习实战 何宇健 著 编程语言,53.10
自己动手写Python虚拟机 海纳 著 编程语言,60.80
Python自动化测试实战 鹿瑞峰 著 编程语言,51.00
和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编程培训班教材,48.00
Python自动化运维快速入门,38.73
python在机器学习中的应用,61.29
Python数据分析师修炼之道,46.02
正版 Python 3 面向对象编程(第2版) (加)Dusty Phillips(达,61.00
从零起步学编程:Python篇+Java篇+C#篇+CSS篇(全4册),123.00
正版 Python爬虫技术 深入理解原理、技术与开发 计算机与互联网 编程语言与程序设计 李宁 著,67.70
流畅的Python,92.80
Python应用开发实战,60.00
人民邮电基于Python的金融分析与管理斯文著科技金融大数据风控金融分析师教程量化交易金融市场技,88.50
Python与机器学习实战 何宇健 著 编程语言,53.10
自己动手写Python虚拟机 海纳 著 编程语言,60.80
Python自动化测试实战 鹿瑞峰 著 编程语言,51.00
【正版包邮】python编程从入门到实践 Python基础教程 零基础学Python,83.00
java从入门到精通(第5版)+python从入门到精通+c语言从入门到精通 全3册,171.10
机器学习实战（python基础教程指南）python机器概念书籍 计算机电脑程序设计开发,46.00
Python Cookbook 第三版 中文版 第3版 David Beazley,91.80
和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编程培训班教材,48.00
正版 Python爬虫技术 深入理解原理、技术与开发 计算机与互联网 编程语言与程序设计 李宁 著,67.70
流畅的Python,92.80
Python应用开发实战,60.00
青少年学Python/少儿学编程,61.64
Python数据科学入门/达人迷,53.97
RTPython数据挖掘方法及应用 大中专教材教辅 书籍,35.80
正版 Python从入门到精通 程序设计书软件工具王征李晓波课件讲义PPT源代码教学视频实例剖析讲,60.40
【正版包邮】python编程从入门到实践 Python基础教程 零基础学Python,83.00
java从入门到精通(第5版)+python从入门到精通+c语言从入门到精通 全3册,171.10
机器学习实战（python基础教程指南）python机器概念书籍 计算机电脑程序设计开发,46.00
小天才学Python+教学指导  中小学生少儿趣味编程 程序员零基础自学python基础教程少儿编程,68.00
青少年学Python 青少年儿童编程系列图书,58.50
Python与量化投资 王小川 等 主编 编程语言,76.20
读故事学编程——Python王国历险记（双色）,49.68
Python Cookbook 第三版 中文版 第3版 David Beazley,91.80
青少年学Python/少儿学编程,61.64
Python数据科学入门/达人迷,53.97
RTPython数据挖掘方法及应用 大中专教材教辅 书籍,35.80
正版 Python从入门到精通 程序设计书软件工具王征李晓波课件讲义PPT源代码教学视频实例剖析讲,60.40
小天才学Python+教学指导  中小学生少儿趣味编程 程序员零基础自学python基础教程少儿编程,68.00
青少年学Python 青少年儿童编程系列图书,58.50
Python与量化投资 王小川 等 主编 编程语言,76.20
读故事学编程——Python王国历险记（双色）,49.68
Python趣味编程入门与实战,62.10
用Python写网络爬虫(第2版),37.84
Python爬虫开发与项目实战,60.83
Python3.7网络爬虫快速入门,32.16
编程导论——以Python为舟,57.93
Python趣味编程入门与实战,62.10
Python自动化运维快速入门,38.73
python在机器学习中的应用,61.29
Python数据分析师修炼之道,46.02
正版 Python 3 面向对象编程(第2版) (加)Dusty Phillips(达,61.00
从零起步学编程:Python篇+Java篇+C#篇+CSS篇(全4册),123.00
用Python写网络爬虫(第2版),37.84
Python爬虫开发与项目实战,60.83
Python3.7网络爬虫快速入门,32.16
编程导论——以Python为舟,57.93
人民邮电基于Python的金融分析与管理斯文著科技金融大数据风控金融分析师教程量化交易金融市场技,88.50
Python与机器学习实战 何宇健 著 编程语言,53.10
自己动手写Python虚拟机 海纳 著 编程语言,60.80
Python自动化测试实战 鹿瑞峰 著 编程语言,51.00
和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编程培训班教材,48.00
Python自动化运维快速入门,38.73
python在机器学习中的应用,61.29
Python数据分析师修炼之道,46.02
正版 Python 3 面向对象编程(第2版) (加)Dusty Phillips(达,61.00
从零起步学编程:Python篇+Java篇+C#篇+CSS篇(全4册),123.00
正版 Python爬虫技术 深入理解原理、技术与开发 计算机与互联网 编程语言与程序设计 李宁 著,67.70
流畅的Python,92.80
Python应用开发实战,60.00
【正版包邮】python编程从入门到实践 Python基础教程 零基础学Python,83.00
java从入门到精通(第5版)+python从入门到精通+c语言从入门到精通 全3册,171.10
人民邮电基于Python的金融分析与管理斯文著科技金融大数据风控金融分析师教程量化交易金融市场技,88.50
Python与机器学习实战 何宇健 著 编程语言,53.10
自己动手写Python虚拟机 海纳 著 编程语言,60.80
Python自动化测试实战 鹿瑞峰 著 编程语言,51.00
机器学习实战（python基础教程指南）python机器概念书籍 计算机电脑程序设计开发,46.00
Python Cookbook 第三版 中文版 第3版 David Beazley,91.80
青少年学Python/少儿学编程,61.64
Python数据科学入门/达人迷,53.97
和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编程培训班教材,48.00
正版 Python爬虫技术 深入理解原理、技术与开发 计算机与互联网 编程语言与程序设计 李宁 著,67.70
流畅的Python,92.80
RTPython数据挖掘方法及应用 大中专教材教辅 书籍,35.80
正版 Python从入门到精通 程序设计书软件工具王征李晓波课件讲义PPT源代码教学视频实例剖析讲,60.40
小天才学Python+教学指导  中小学生少儿趣味编程 程序员零基础自学python基础教程少儿编程,68.00
青少年学Python 青少年儿童编程系列图书,58.50
Python应用开发实战,60.00
【正版包邮】python编程从入门到实践 Python基础教程 零基础学Python,83.00
java从入门到精通(第5版)+python从入门到精通+c语言从入门到精通 全3册,171.10
